text,complexity,domain,severity,tone,resolution_hint,requires_onsite
Having trouble connecting to our MySQL instance - I keep getting an error message saying 'lost connection'. This is affecting my ability to do my job.,moderate,database,medium,calm,Try increasing the connect timeout or reducing the query load,false
"MongoDB issue! When I try to run a simple query, it times out after just a few seconds. This is causing huge delays in our data analysis workflow.",moderate,database,high,urgent,Check connection pool settings and adjust if necessary,false
"Having issues with my MySQL connection. Sometimes it takes a while to establish, and when I do get in, some queries are slow or timing out. Happens every few hours.",moderate,database,medium,frustrated,Check connection pool settings.,false
"Hi, I'm getting an error message when trying to insert data into my MongoDB collection. It says 'connection timeout' even though I know the server is running. Any ideas?",moderate,database,high,urgent,Verify cluster connectivity.,false
PostgreSQL query taking forever. I have a bunch of joins and it's using up too much CPU. Any suggestions on how to optimize this query?,moderate,database,medium,calm,Check indexing and add limits if possible.,false
"PGAdmin shows my database connection timed out, but it was working fine yesterday. Please help me troubleshoot this issue.",moderate,database,medium,calm,Check timeout settings and server logs for clues.,false
"MONGO IS DOWN AGAIN!!! I've tried restarting the service, but it's still not working. Please fix this ASAP.",moderate,database,high,frustrated,Verify MongoDB logs and cluster status for root cause.,false
We're experiencing issues with our MySQL query performance. Queries are taking ages to complete. Can you optimize the indexes or suggest another fix?,moderate,database,medium,urgent,Analyze slow queries and consider reindexing or optimizing query plans.,false
"I'm trying to query a table, but it takes over 30 seconds to return results. Sometimes it freezes and I have to restart the app.",moderate,database,medium,frustrated,Check query timeout settings,false
I'm experiencing intermittent connectivity issues with our MongoDB instance. Errors occur every few hours and impact user experience.,moderate,database,medium,calm,Monitor connection pool stats for bottlenecks,false
Urgent! Our MySQL database is crashing repeatedly throughout the day. We're experiencing significant business disruption. Please help ASAP!,moderate,database,high,urgent,Check SQL query logs for common patterns or errors,false
I'm trying to connect to my MySQL database but I keep getting timed out. Can you help?,moderate,database,medium,frustrated,check timeout settings,false
"Hello, my team and I are experiencing some weird errors with our MongoDB queries. Can you investigate?",moderate,database,high,urgent,review query logs for inconsistencies,false
"Hi, I'm having trouble getting my PostgreSQL database to connect remotely. The error message says 'SSL connection required'. Help?",moderate,database,medium,calm,enable SSL encryption for remote connections,false
Software installation failed on all 12 production servers. Can't access critical app. Urgent resolution required.,complex,software,critical,urgent,Verify installation package integrity and re-run.,false
I'm getting a 'plugin not found' error on my development machine. Very frustrating!,complex,software,high,frustrated,Check plugin installation directory and try reinstalling.,false
Our company's software license has expired. Please assist with the renewal process ASAP.,complex,software,high,calm,Verify license details and initiate renewal process through vendor.,false
Our office software keeps crashing on multiple computers. Tried reinstalling and nothing works.,complex,software,critical,frustrated,Check for corrupted DLL files and attempt system restore,false
I'm getting an error message saying 'plugin not found' even though I installed it correctly. Help!,complex,software,high,urgent,Verify plugin version and compatibility with application software,false
Why does our office suite require a new license every time we update our OS? This is ridiculous. Can someone please help me?,complex,software,high,panicked,Check software licensing agreement and confirm compatibility with updated OS,false
I'm experiencing a weird issue with Excel on my work laptop. It keeps crashing every time I try to open a file.,complex,software,high,frustrated,Check for updates and reinstall Excel if necessary.,false
